,博物馆名称,新闻来源,新闻标题,简介内容,次级新闻网站,新闻发布时间
226,故宫博物院,['环球网'],“五一”假期故宫博物院:实名预约 凭证入院,"据新华社北京4月30日电 (记者施雨岑)故宫博物院30日发布“五一”假期参观提示,“故宫博物院网络售票网站”和微信公众号“故宫博物院观众服务”为预约...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6957129788054045214%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年5月1日
227,故宫博物院,['环球网'],“五一”假期故宫博物院:实名预约 凭证入院,"据新华社北京4月30日电 (记者施雨岑)故宫博物院30日发布“五一”假期参观提示,“故宫博物院网络售票网站”和微信公众号“故宫博物院观众服务”为预约...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6957129788054045214%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年5月1日
228,故宫博物院,['光明网'],今天，我们应该怎样看故宫,"作为传统帝制文化载体的紫禁城与承担现代公共文化功能的故宫,到底有何不同?请听故宫博物院原副院长李文儒在“大众讲坛”上解读故宫背后的古今文化传...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6954897644544066056%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年4月25日
229,故宫博物院,['唐八爷'],北京故宫博物院,"中新网北京4月16日消息,中国记协16日在北京举办“故宫的传承与发展”主题新闻茶座,故宫博物院院长王旭东做了题为“共同守望人类的故宫”讲座,并回答...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6936776824173134347%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月7日
230,故宫博物院,['环球网'],故宫博物院院长:有些清宫戏是文化污染，该下架得下架,"3月19日消息,《关于报送故宫博物院北院区可行性研究报告的函》(文旅财函〔2020〕59号)获得批复。3月19日,国家发展改革委官网发布消息,故宫博物院北院...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6951941105952752135%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年4月17日
231,故宫博物院,['人民日报'],故宫博物院北院区要来了,"国民政府从北京故宫、南京故宫、承德避暑山庄等地挑选贵重文物运转台湾,还有一批则是日本归还的部分珍贵文物,都被放在了台北故宫博物院,也是极具研究...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6941350540945293837%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月19日
232,故宫博物院,['历史TOP榜'],北京故宫PK台北故宫，难道真的是一个有宫无宝，一个有宝无宫吗?,"今天中午,@故宫博物院 发布了9张宫内春色图,并配文称,阔别稍久,眷与时长。因为疫情,故宫暂时还不能开馆。但春色拼连,春信频传,这座城的春色早已关不...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6839710411592303112%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年6月18日
233,故宫博物院,['环球网'],停更87天的@故宫博物院，今天“上新”了,"今年是紫禁城建成600年,也是故宫博物院成立95周年。经过一代代人的努力和实践,如今的故宫博物院初步构建起“平安故宫、学术故宫、数字故宫、活力故宫...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6817708945159750157%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年4月20日
234,故宫博物院,['人民日报'],在故宫博物院深耕的年轻人,"故宫博物院将在“大庆之年”奉上精彩纷呈的文化活动,包括举办一系列学术研讨会、出版一系列研究成果、推出一系列精品展览、组织一系列公益活动、制作...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6910717393199170056%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年12月27日
235,故宫博物院,['央视新闻'],故宫博物院公布“纪念紫禁城建成600年暨故宫博物院成立95周年...,"【故宫博物院:除夕闭馆初一至初六正常开放,每日预约限3万人】“微故宫”微信公众号2月9日公布2021年春节假期故宫博物院开放时间安排:除夕(2月11日)全...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6776166874158727688%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年12月30日
236,故宫博物院,['光明网'],五一要来了，故宫、秦始皇陵博物馆等热门景点还有门票吗?,"经济日报-中国经济网记者于4月23日0点左右登陆故宫博物院购票网站发现,故宫门票共需5个步骤即选择日期、选择门票、选择内馆、确认订单和支付订单5个...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6955355725170213384%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年4月26日
237,故宫博物院,['行色旅途'],故宫博物院,"明清故宫既被誉为“紫宫”,又是禁地,故称紫禁城。溥仪退位后,1925年10月10日在乾清门前广场举行建院典礼,故宫博物院正式成立 易培基为第一任馆长,19...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6830593177406145036%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年5月25日
238,故宫博物院,['澎湃新闻'],故宫博物院藏法器展:看深藏宫中、秘而不宣的皇家宝器,"澎湃新闻获悉,12月15日,由故宫博物院和嘉德艺术中心联合主办的“妙宝庄严--故宫博物院藏法器展”在北京嘉德艺术中心开幕,此次展览是继去年“故宫博物...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6906692306674385416%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年12月16日
239,故宫博物院,['逍遥散人的酒馆'],北京故宫博物院文物鉴赏,#故宫博物院# #北京故宫# 蓝釉描金花云纹匜(yi) 元代 画珐琅山水花鸟图八棱提梁壶 清乾隆 画珐琅蔷薇花篮 清乾隆 金累丝嵌珠宝塔 清代 粉青釉暗兽面...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6950505667136422437%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年4月13日
240,故宫博物院,['北京旅游网官方号'],故宫博物院2021年春节开放这么安排，两场新展陪你过大年!,"根据当前北京市疫情防控形势,故宫博物院按照预约、限流、错峰原则,目前每日预约观众数量为30000人(上午15000人,下午15000人)。观众可通过故宫博物院...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6927203441873895943%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月9日
241,故宫博物院,['环球网'],这就是年轻的慈禧?故宫博物院紧急回应,"故宫博物院官网考证文章截图 文章明确表示: 翻开近代摄影史,不难发现,这张照片背后的故事,其实是杜撰的。 尤其是当我们把“19世纪80年代”“彩色照片...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6855842313541779975%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月1日
242,故宫博物院,['三联生活周刊'],故宫博物院成立95周年:没有他们，就没有如今辉煌的故宫,"故宫博物院成立之初,朱家溍的父亲朱文钧(1882~1937)被聘为专门委员会委员,负责鉴定故宫所藏古代法书、绘画、碑帖及其他古器物。朱家溍回忆父亲时提道...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6776492192727826955%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年12月31日
243,故宫博物院,['逍遥散人的酒馆'],故宫博物院文物鉴赏,故宫博物院文物鉴赏 #故宫博物院# #文物之美# 乾隆款黄玻璃刻花酒盅 清代 “子刚”款青玉合卺(jin)杯 明代 青玉竹节杯 明代 景德镇窑青白釉刻花注壶...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6934282231338762760%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月28日
244,故宫博物院,['人民文学出版社'],故宫一年24节气美图，张张都是壁纸,"作为故宫博物院的一名研究者,祝勇近年来持续书写着故宫的典故与传奇,或借物咏怀,或凭卷追思,从独特角度展示了一个丰富深邃的古典中国。《故宫六百年...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6941730942998282782%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月20日
245,故宫博物院,['旅游321'],故宫博物院,"故宫博物院是一个古老的建筑,但现在又散发出迷人的现代气息。 故宫里的建筑大多雄伟壮观。让人叹为观止。在封建社会明清时期,它是历代帝王居住的地方...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6882152097261814272%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月11日
246,故宫博物院,['逍遥散人的酒馆'],北京故宫博物院文物鉴赏,"#故宫博物院# #文物之美# 一股轻雷惊蛰后,细筛微雨落梅天 ……补2 鹿形杖首 汉代 玉柄嵌宝石匕首 清乾隆 金鹤 清代 “永乐”款铜镀金弥勒像 明代 青...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6936186637990789645%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月5日
247,故宫博物院,['北京日报客户端'],紫禁城今天600岁!故宫博物院老院长献上别样祝福,"故宫博物院原院长单霁翔在东城区图书馆开讲,为故宫献上一份别样的祝福。他讲宫廷漫步的乐趣,聊故人匠心,揭秘文物风华。同时,故宫出版社推出的单霁翔...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6903710006227632647%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年12月8日
248,故宫博物院,['光明网'],期待值拉满!10万平米的故宫博物院北院区要来了,【期待值拉满!10万平米的故宫博物院北院区要来了】国家发展改革委已批复故宫博物院北院区项目可行性研究报告:①项目建设地点为北京市海淀区西北旺镇...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6941648541634789924%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月20日
249,故宫博物院,['央视新闻'],新影像|守护186万件珍贵文物 故宫博物院历经三次浩大修缮,"今年,是紫禁城建成600周年,也是历时18年之久的故宫第三次大修竣工的年份。 从昔日的皇家禁地,到今天面向公众开放的历史博物院,故宫对外开放的范围,已...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6902161766315196935%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年12月4日
250,故宫博物院,['中国日报网'],北京故宫博物院室内展厅有序对公众开放,"中国日报7月21日北京电(记者 姜东)2020年7月21日,根据北京市突发公共卫生应急响应级别由二级调整为三级的疫情防控形势,北京故宫博物院室内展厅有序对...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6851814603630838286%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年7月21日
251,故宫博物院,['新华社'],故宫博物院“紫禁城建成六百年”吸引观众参观,"今年是紫禁城建成六百年。故宫博物院9月10日推出“丹宸永固--紫禁城建成六百年”展,以450余件文物及史料照片生动展现紫禁城六百年走过的风雨历程。展...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6875606369106395662%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年9月23日
252,故宫博物院,['央视新闻'],故宫博物院明起上调每日预约观众数量至3万人,"2020年“十一”黄金周将近,根据当前北京市疫情防控形势,为满足更多观众的文化需求,故宫博物院按照预约、限流、错峰原则,自10月1日起,上调每日预约观...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6878121005513081352%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年9月30日
253,故宫博物院,['观察者网独家视频'],耗时3年，全长3.2米，超一万人已经把故宫搬回家了,"故宫博物院原副院长张之铸先生评论到: 《打开故宫》能 “见中国之雄魂,观故宫之不凡”。 在长达3.2米的立体长卷中,你会随着中轴线前行,从午门一路飞...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6864552941160759822%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月24日
254,故宫博物院,['李文儒'],今天是故宫的生日:当紫禁城落成600年，博物院成立95周年,"紫禁城已经落成600年:近500年的皇宫,近100年的故宫博物院。 紫禁城作为帝制统治核心功能的终结,是民主革命的结果;皇帝的旧宫殿转型为人民的博物馆,是...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6881894214733398536%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月10日
255,故宫博物院,['云叙古今'],1954年，毛主席四天内三上紫禁城楼，却坚决不入故宫，为何?,"而与此同时,我们也能看到毛主席对故宫博物馆的期盼,那么我们不禁感到疑惑,到底是什么原因让毛主席登上城墙而不入城门,又是什么原因让毛主席终身不去...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6945762049024819742%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年4月1日
256,故宫博物院,['杜du老师'],六年《故宫博物院》，资深教师手写笔记，带学生了解非连续文本,"材料三:主要讲故宫是全国重点文物保护单位,1987年,被联合国教科文组织列入“世界文化遗产"" 名录,以及自2011年7月2日起,故宫博物院施行自南向北单向参...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6871968636412953088%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年9月13日
257,故宫博物院,['南方都市报'],故宫博物院藏法器出宫展览!在这里读懂皇家的“妙宝庄严”,"故宫博物院庋藏丰赡,其中有一类藏品不为外界熟知,却地位崇高、精美绝伦,那便是宫廷法器类文物。从这些形形色色的金刚铃、嘎巴拉碗、嘎巴拉念珠、净瓶...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6906456931314237959%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年12月15日
258,故宫博物院,['文史画廊'],北京故宫图文详解,"故宫位于北京市中心,也称“紫禁城”。这里曾居住过24个皇帝,是明清两代(公元1368~1911年)的皇宫,现辟为“故宫博物院”。故宫的整个建筑金碧辉煌,庄严...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6821505125249450507%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年4月30日
259,故宫博物院,['人类历史五千年'],故宫博物院,"故宫博物院是在明清两代皇宫及其收藏的基础上建立起来的,以明清宫廷历史、宫殿建筑和古代艺术品为主要内容的综合性国家博物馆。现有馆藏文物近百万件...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6663654596038099459%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年3月2日
260,故宫博物院,['每日经济新闻'],故宫博物院自5月1日起有序开放，每日限额5000人，这份预约指...,"据故宫博物馆官网消息,故宫博物院自2020年5月1日起有序开放,实行预约、错峰、限流参观。观众朋友可通过故宫博物院网络售票网站,使用第二代身份证或护...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6821128573546398222%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年4月29日
